SNo,ObservationDate,Province/State,Country/Region,Confirmed,Deaths,Recovered
5136,12/06/2020,Jharkhand,India,110278,986,107496
5137,12/07/2020,Jharkhand,India,110457,988,107710
5138,12/08/2020,Jharkhand,India,110639,988,107898
5139,12/09/2020,Jharkhand,India,110830,991,108100
5140,12/10/2020,Jharkhand,India,111003,993,108320
5141,12/11/2020,Jharkhand,India,111177,995,108488
5142,12/12/2020,Jharkhand,India,111366,995,108761
5143,12/13/2020,Jharkhand,India,111510,999,108940
5144,12/14/2020,Jharkhand,India,111722,1000,109141
5145,12/15/2020,Jharkhand,India,111931,1001,109352
5146,12/16/2020,Jharkhand,India,112121,1004,109532
5147,12/17/2020,Jharkhand,India,112332,1007,109696
5148,12/18/2020,Jharkhand,India,112606,1008,109891
5149,12/19/2020,Jharkhand,India,112853,1010,110125
5150,12/20/2020,Jharkhand,India,113025,1010,110307
5151,12/21/2020,Jharkhand,India,113198,1011,110512
5152,12/22/2020,Jharkhand,India,113407,1014,110758
5153,12/23/2020,Jharkhand,India,113609,1014,110962
5154,12/24/2020,Jharkhand,India,113786,1016,111175
5155,12/25/2020,Jharkhand,India,113954,1016,111351
5156,12/26/2020,Jharkhand,India,114146,1018,111530
5157,12/27/2020,Jharkhand,India,114268,1019,111664
5158,12/28/2020,Jharkhand,India,114420,1020,111818
5159,12/29/2020,Jharkhand,India,114650,1025,112021
5160,12/30/2020,Jharkhand,India,114873,1027,112206
5161,12/31/2020,Jharkhand,India,114873,1027,112206
5162,01/01/2021,Jharkhand,India,115113,1030,112424
5163,01/02/2021,Jharkhand,India,115392,1034,112734
5164,01/03/2021,Jharkhand,India,115529,1035,112893
5165,01/04/2021,Jharkhand,India,115689,1036,113125
5166,01/05/2021,Jharkhand,India,115840,1038,113380
5167,01/06/2021,Jharkhand,India,116034,1040,113545
5168,01/07/2021,Jharkhand,India,116229,1041,113740
5169,01/08/2021,Jharkhand,India,116229,1041,113740
5170,01/09/2021,Jharkhand,India,116672,1045,114133
5171,01/10/2021,Jharkhand,India,116817,1047,114302
5172,01/11/2021,Jharkhand,India,116961,1048,114531
5173,01/12/2021,Jharkhand,India,117088,1048,114684
5174,01/13/2021,Jharkhand,India,117240,1048,114836
5175,01/14/2021,Jharkhand,India,117384,1048,115009
5176,01/15/2021,Jharkhand,India,117480,1049,115142
5177,01/16/2021,Jharkhand,India,117599,1050,115300
5178,01/17/2021,Jharkhand,India,117686,1050,115411
5179,01/18/2021,Jharkhand,India,117786,1054,115542
5180,01/19/2021,Jharkhand,India,117887,1057,115683
5181,01/20/2021,Jharkhand,India,118012,1057,115853
5182,01/21/2021,Jharkhand,India,118079,1058,115989
5183,01/22/2021,Jharkhand,India,118154,1060,116116
5184,01/23/2021,Jharkhand,India,118232,1061,116293
5185,01/24/2021,Jharkhand,India,118286,1063,116402
5186,01/25/2021,Jharkhand,India,118360,1064,116524
5187,01/26/2021,Jharkhand,India,118425,1064,116589
5188,01/27/2021,Jharkhand,India,118495,1066,116706
5189,01/28/2021,Jharkhand,India,118557,1069,116818
5190,01/29/2021,Jharkhand,India,118602,1070,116904
5191,01/30/2021,Jharkhand,India,118651,1071,117004
5192,01/31/2021,Jharkhand,India,118692,1072,117067
5193,02/01/2021,Jharkhand,India,118734,1073,117148
5194,02/02/2021,Jharkhand,India,118793,1075,117229
5195,02/03/2021,Jharkhand,India,118839,1077,117309
5196,02/04/2021,Jharkhand,India,118897,1077,117373
5197,02/05/2021,Jharkhand,India,118938,1077,117420
5198,02/06/2021,Jharkhand,India,118979,1077,117474
5199,02/07/2021,Jharkhand,India,119017,1078,117508
5200,02/08/2021,Jharkhand,India,119055,1078,117539
5201,02/09/2021,Jharkhand,India,119116,1078,117574
5202,02/10/2021,Jharkhand,India,119161,1081,117616
5203,02/11/2021,Jharkhand,India,119206,1081,117669
5204,02/12/2021,Jharkhand,India,119242,1081,117720
5205,02/13/2021,Jharkhand,India,119283,1082,117749
5206,02/14/2021,Jharkhand,India,119316,1082,117773
5207,02/15/2021,Jharkhand,India,119354,1084,117806
5208,02/16/2021,Jharkhand,India,119394,1084,117850
5209,02/17/2021,Jharkhand,India,119439,1084,117889
5210,02/18/2021,Jharkhand,India,119477,1084,117926
5211,02/19/2021,Jharkhand,India,119528,1084,117977
5212,02/20/2021,Jharkhand,India,119565,1084,118022
5213,02/21/2021,Jharkhand,India,119596,1085,118058
5214,02/22/2021,Jharkhand,India,119637,1086,118103
5215,02/23/2021,Jharkhand,India,119687,1086,118154
5216,02/24/2021,Jharkhand,India,119719,1087,118201
5217,02/25/2021,Jharkhand,India,119795,1087,118241
5218,02/26/2021,Jharkhand,India,119863,1087,118284
5219,02/27/2021,Jharkhand,India,119905,1088,118325
5220,02/28/2021,Jharkhand,India,119949,1090,118365
5221,03/01/2021,Jharkhand,India,119986,1090,118411
5222,03/02/2021,Jharkhand,India,120037,1090,118449
5223,03/03/2021,Jharkhand,India,120068,1090,118505
5224,03/04/2021,Jharkhand,India,120129,1091,118552
5225,03/05/2021,Jharkhand,India,120173,1091,118601
5226,03/06/2021,Jharkhand,India,120217,1091,118665
5227,03/07/2021,Jharkhand,India,120259,1093,118703
5228,03/08/2021,Jharkhand,India,120312,1093,118747
5229,03/09/2021,Jharkhand,India,120374,1093,118787
5230,03/10/2021,Jharkhand,India,120436,1093,118823
5231,03/11/2021,Jharkhand,India,120467,1093,118863
5232,03/12/2021,Jharkhand,India,120524,1093,118922
5233,03/13/2021,Jharkhand,India,120567,1093,118959
5234,03/14/2021,Jharkhand,India,120628,1093,118987
5235,03/15/2021,Jharkhand,India,120695,1093,119046
5236,03/16/2021,Jharkhand,India,120771,1094,119100
5237,03/17/2021,Jharkhand,India,120853,1094,119160
5238,03/18/2021,Jharkhand,India,120950,1094,119232
5239,03/19/2021,Jharkhand,India,121055,1095,119307
5240,03/20/2021,Jharkhand,India,121178,1095,119361
5241,03/21/2021,Jharkhand,India,121261,1096,119409
5242,03/22/2021,Jharkhand,India,121371,1097,119478
5243,03/23/2021,Jharkhand,India,121501,1098,119549
5244,03/24/2021,Jharkhand,India,121695,1100,119626
5245,03/25/2021,Jharkhand,India,121973,1100,119698
5246,03/26/2021,Jharkhand,India,122281,1103,119779
5247,03/27/2021,Jharkhand,India,122621,1107,119878
5248,03/28/2021,Jharkhand,India,122935,1110,119954
5249,03/29/2021,Jharkhand,India,123090,1110,120012
5250,03/30/2021,Jharkhand,India,123508,1113,120141
5251,03/31/2021,Jharkhand,India,124201,1113,120263
5252,04/01/2021,Jharkhand,India,124891,1114,120425
5253,04/02/2021,Jharkhand,India,125585,1115,120562
5254,04/03/2021,Jharkhand,India,126458,1122,120723
5255,04/04/2021,Jharkhand,India,127246,1130,120872
5256,04/05/2021,Jharkhand,India,128332,1140,121310
5257,04/06/2021,Jharkhand,India,129596,1144,121608
5258,04/07/2021,Jharkhand,India,130908,1151,121885
5259,04/08/2021,Jharkhand,India,132790,1158,122383
5260,04/09/2021,Jharkhand,India,134715,1175,122936
5261,04/10/2021,Jharkhand,India,137088,1192,123603
5262,04/11/2021,Jharkhand,India,139384,1213,124238
5263,04/12/2021,Jharkhand,India,141750,1232,125175
5264,04/13/2021,Jharkhand,India,144594,1261,126178
5265,04/14/2021,Jharkhand,India,147792,1292,127976
5266,04/15/2021,Jharkhand,India,151272,1320,129301
5267,04/16/2021,Jharkhand,India,155115,1376,130694
5268,04/17/2021,Jharkhand,India,158953,1406,131928
5269,04/18/2021,Jharkhand,India,162945,1456,133479
5270,04/19/2021,Jharkhand,India,167235,1502,135256
5271,04/20/2021,Jharkhand,India,172315,1547,137590
5272,04/21/2021,Jharkhand,India,177356,1609,139921
5273,04/22/2021,Jharkhand,India,184951,1715,142294
5274,04/23/2021,Jharkhand,India,190692,1778,145499
5275,04/24/2021,Jharkhand,India,195844,1888,148364
5276,04/25/2021,Jharkhand,India,201747,1991,151651
5277,04/26/2021,Jharkhand,India,207288,2115,155669
5278,04/27/2021,Jharkhand,India,213414,2246,159916
5279,04/28/2021,Jharkhand,India,221489,2395,164278
5280,04/29/2021,Jharkhand,India,227450,2540,169033
5281,04/30/2021,Jharkhand,India,233411,2660,173035
5282,05/01/2021,Jharkhand,India,239734,2829,178468
5283,05/02/2021,Jharkhand,India,244472,2944,183009
5284,05/03/2021,Jharkhand,India,251371,3073,188623
5285,05/04/2021,Jharkhand,India,257345,3205,194433
5286,05/05/2021,Jharkhand,India,263115,3346,200237
5287,05/06/2021,Jharkhand,India,270089,3479,205977
5288,05/07/2021,Jharkhand,India,276062,3615,211270
5289,05/08/2021,Jharkhand,India,282174,3756,217223
5290,05/09/2021,Jharkhand,India,286343,3853,223684
5291,05/10/2021,Jharkhand,India,292530,3982,230646
5292,05/11/2021,Jharkhand,India,296895,4085,238277
5293,05/12/2021,Jharkhand,India,301257,4182,246608
5294,05/13/2021,Jharkhand,India,306248,4290,253490
5295,05/14/2021,Jharkhand,India,310024,4366,260602
5296,05/15/2021,Jharkhand,India,313181,4431,267364
5297,05/16/2021,Jharkhand,India,315502,4479,274483
5298,05/17/2021,Jharkhand,India,318009,4539,279946
5299,05/18/2021,Jharkhand,India,320934,4601,284805
5300,05/19/2021,Jharkhand,India,322828,4654,289333
5301,05/20/2021,Jharkhand,India,324884,4714,293659
5302,05/21/2021,Jharkhand,India,327035,4760,297776
5303,05/22/2021,Jharkhand,India,329072,4801,301705
5304,05/23/2021,Jharkhand,India,330417,4838,306080
5305,05/24/2021,Jharkhand,India,331811,4871,309371
5306,05/25/2021,Jharkhand,India,333058,4891,312526
5307,05/26/2021,Jharkhand,India,334035,4910,314929
5308,05/27/2021,Jharkhand,India,334730,4926,316707
5309,05/28/2021,Jharkhand,India,335417,4945,318689
5310,05/29/2021,Jharkhand,India,336240,4958,320336
5311,06/10/2020,Karnataka,India,5921,66,2604
5312,06/11/2020,Karnataka,India,6245,72,2977
5313,06/12/2020,Karnataka,India,6245,72,2977
5314,06/13/2020,Karnataka,India,6516,79,3440
5315,06/14/2020,Karnataka,India,6824,81,3648
5316,06/15/2020,Karnataka,India,7213,89,4135
5317,06/16/2020,Karnataka,India,7530,94,4456
5318,06/17/2020,Karnataka,India,7734,102,4804
5319,06/18/2020,Karnataka,India,7944,114,4983
5320,06/19/2020,Karnataka,India,8281,124,5210
5321,06/20/2020,Karnataka,India,8697,132,5391
5322,06/21/2020,Karnataka,India,9150,137,5618
5323,06/22/2020,Karnataka,India,9399,142,5730
5324,06/23/2020,Karnataka,India,9721,150,6004
5325,06/24/2020,Karnataka,India,10118,164,6151
5326,06/25/2020,Karnataka,India,10560,170,6670
5327,06/26/2020,Karnataka,India,11005,180,6916
5328,06/27/2020,Karnataka,India,11923,191,7287
5329,06/28/2020,Karnataka,India,13190,207,7507
5330,06/29/2020,Karnataka,India,14295,226,7683
5331,06/30/2020,Karnataka,India,15242,246,7918
5332,07/01/2020,Karnataka,India,16514,253,8063
5333,07/02/2020,Karnataka,India,18016,272,8334
5334,07/03/2020,Karnataka,India,19710,293,8805
5335,07/04/2020,Karnataka,India,21549,335,9244
5336,07/05/2020,Karnataka,India,23474,372,9847
5337,07/06/2020,Karnataka,India,25317,401,10527
5338,07/07/2020,Karnataka,India,26815,416,11098
5339,07/08/2020,Karnataka,India,28877,470,11876
5340,07/09/2020,Karnataka,India,31105,486,12833
5341,07/10/2020,Karnataka,India,33418,543,13836
5342,07/11/2020,Karnataka,India,36216,613,14716
5343,07/12/2020,Karnataka,India,38843,684,15409
5344,07/13/2020,Karnataka,India,41581,757,16248
5345,07/14/2020,Karnataka,India,44077,842,17390
5346,07/15/2020,Karnataka,India,47253,928,18466
5347,07/16/2020,Karnataka,India,51422,1032,19729
5348,07/17/2020,Karnataka,India,55115,1147,20757
5349,07/18/2020,Karnataka,India,59652,1240,21775
5350,07/19/2020,Karnataka,India,63772,1331,23065
5351,07/20/2020,Karnataka,India,67420,1403,23795
5352,07/21/2020,Karnataka,India,71069,1464,25459
5353,07/22/2020,Karnataka,India,75833,1519,27239
5354,07/23/2020,Karnataka,India,80863,1616,29310
5355,07/24/2020,Karnataka,India,85870,1724,31347
5356,07/25/2020,Karnataka,India,90942,1796,33750
5357,07/26/2020,Karnataka,India,96141,1878,35838
5358,07/27/2020,Karnataka,India,101465,1953,37685
5359,07/28/2020,Karnataka,India,101465,1953,37685
5360,07/29/2020,Karnataka,India,112504,2147,42901
5361,07/30/2020,Karnataka,India,118632,2230,46694
5362,07/31/2020,Karnataka,India,124115,2314,49788
5363,08/01/2020,Karnataka,India,129287,2412,53648
5364,08/02/2020,Karnataka,India,134819,2496,57725
5365,08/03/2020,Karnataka,India,139571,2594,62500
5366,08/04/2020,Karnataka,India,145830,2704,69272
5367,08/05/2020,Karnataka,India,151449,2804,74679
5368,08/06/2020,Karnataka,India,158254,2897,80281
5369,08/07/2020,Karnataka,India,164924,2998,84232
5370,08/08/2020,Karnataka,India,172102,3091,89238
5371,08/09/2020,Karnataka,India,178087,3198,93908
5372,08/10/2020,Karnataka,India,182354,3312,99126
5373,08/11/2020,Karnataka,India,188611,3398,105599
5374,08/12/2020,Karnataka,India,196494,3510,112633
5375,08/13/2020,Karnataka,India,203200,3613,121242
5376,08/14/2020,Karnataka,India,211108,3717,128182
5377,08/15/2020,Karnataka,India,219926,3831,134811
5378,08/16/2020,Karnataka,India,226966,3947,141491
5379,08/17/2020,Karnataka,India,233283,4062,148562
5380,08/18/2020,Karnataka,India,240948,4201,156949
5381,08/19/2020,Karnataka,India,249590,4327,164150
5382,08/20/2020,Karnataka,India,256975,4429,170381
5383,08/21/2020,Karnataka,India,264546,4522,176942
5384,08/22/2020,Karnataka,India,271876,4615,184568
5385,08/23/2020,Karnataka,India,277814,4683,189564
5386,08/24/2020,Karnataka,India,283665,4810,197625
5387,08/25/2020,Karnataka,India,291826,4958,204439
5388,08/26/2020,Karnataka,India,300406,5091,211688
5389,08/27/2020,Karnataka,India,309792,5232,219554
5390,08/28/2020,Karnataka,India,318752,5368,227018
5391,08/29/2020,Karnataka,India,327076,5483,235128
5392,08/30/2020,Karnataka,India,335928,5589,242229
5393,08/31/2020,Karnataka,India,342423,5702,249467
5394,09/01/2020,Karnataka,India,351481,5837,254626
5395,09/02/2020,Karnataka,India,361341,5950,260913
5396,09/03/2020,Karnataka,India,370206,6054,268035
5397,09/04/2020,Karnataka,India,379486,6170,274196
5398,09/05/2020,Karnataka,India,389232,6298,283298
5399,09/06/2020,Karnataka,India,398551,6393,292873
5400,09/07/2020,Karnataka,India,404324,6534,300770
5401,09/08/2020,Karnataka,India,412190,6680,308573
5402,09/09/2020,Karnataka,India,421730,6808,315433
5403,09/10/2020,Karnataka,India,430947,6937,322454
5404,09/11/2020,Karnataka,India,440411,7067,334999
5405,09/12/2020,Karnataka,India,449551,7161,344556
5406,09/13/2020,Karnataka,India,459445,7265,352958
5407,09/14/2020,Karnataka,India,459445,7265,352958
5408,09/15/2020,Karnataka,India,475265,7481,369229
5409,09/16/2020,Karnataka,India,484990,7536,375809
5410,09/17/2020,Karnataka,India,494356,7629,383077
5411,09/18/2020,Karnataka,India,502982,7808,394026
5412,09/19/2020,Karnataka,India,511346,7922,404841
5413,09/20/2020,Karnataka,India,519537,8023,413452
5414,09/21/2020,Karnataka,India,526876,8145,423377
5415,09/22/2020,Karnataka,India,533850,8228,432450
5416,09/23/2020,Karnataka,India,540847,8266,437910
5417,09/24/2020,Karnataka,India,548557,8331,444658
5418,09/25/2020,Karnataka,India,557212,8417,450302
5419,09/26/2020,Karnataka,India,566023,8503,455719
5420,09/27/2020,Karnataka,India,575566,8582,462241
5421,09/28/2020,Karnataka,India,582458,8641,469750
5422,09/29/2020,Karnataka,India,592911,8777,476378
5423,09/30/2020,Karnataka,India,601767,8864,485268
5424,10/01/2020,Karnataka,India,611837,8994,492412
5425,10/02/2020,Karnataka,India,620630,9119,499506
5426,10/03/2020,Karnataka,India,630516,9219,508495
5427,10/04/2020,Karnataka,India,640661,9286,515782
5428,10/05/2020,Karnataka,India,647712,9370,522846
5429,10/06/2020,Karnataka,India,657705,9461,533074
5430,10/07/2020,Karnataka,India,668652,9574,542906
5431,10/08/2020,Karnataka,India,679356,9675,552519
5432,10/09/2020,Karnataka,India,690269,9789,561610
5433,10/10/2020,Karnataka,India,700786,9891,569947
5434,10/11/2020,Karnataka,India,710309,9966,580054
5435,10/12/2020,Karnataka,India,717915,10036,592084
5436,10/13/2020,Karnataka,India,726106,10123,602505
5437,10/14/2020,Karnataka,India,735371,10198,611167
5438,10/15/2020,Karnataka,India,743848,10283,620008
5439,10/16/2020,Karnataka,India,751390,10356,628588
5440,10/17/2020,Karnataka,India,758574,10427,637481
5441,10/18/2020,Karnataka,India,765586,10478,645825
5442,10/19/2020,Karnataka,India,770604,10542,653829
5443,10/20/2020,Karnataka,India,776901,10608,662329
5444,10/21/2020,Karnataka,India,782773,10696,671618
5445,10/22/2020,Karnataka,India,788551,10770,684835
5446,10/23/2020,Karnataka,India,793907,10821,693584
5447,10/24/2020,Karnataka,India,798378,10873,700737
5448,10/25/2020,Karnataka,India,802817,10905,710843
5449,10/26/2020,Karnataka,India,805947,10947,719558
5450,10/27/2020,Karnataka,India,809638,10991,727298
5451,10/28/2020,Karnataka,India,812784,11046,733558
5452,10/29/2020,Karnataka,India,816809,11091,741219
5453,10/30/2020,Karnataka,India,820398,11140,749740
5454,10/31/2020,Karnataka,India,823412,11168,757208
5455,11/01/2020,Karnataka,India,827064,11192,765261
5456,11/02/2020,Karnataka,India,829640,11221,773595
5457,11/03/2020,Karnataka,India,832396,11247,780735
5458,11/04/2020,Karnataka,India,835773,11281,788780
5459,11/05/2020,Karnataka,India,838929,11312,794503
5460,11/06/2020,Karnataka,India,841889,11347,797204
5461,11/07/2020,Karnataka,India,844147,11369,799439
5462,11/08/2020,Karnataka,India,846887,11391,801799
5463,11/09/2020,Karnataka,India,848850,11410,804485
5464,11/10/2020,Karnataka,India,851212,11430,808700
5465,11/11/2020,Karnataka,India,853796,11453,811581
5466,11/12/2020,Karnataka,India,855912,11474,814949
5467,11/13/2020,Karnataka,India,857928,11491,818392
5468,11/14/2020,Karnataka,India,860082,11508,820590
5469,11/15/2020,Karnataka,India,861647,11529,822953
5470,11/16/2020,Karnataka,India,862804,11541,825141
5471,11/17/2020,Karnataka,India,864140,11557,827241
5472,11/18/2020,Karnataka,India,865931,11578,829188
5473,11/19/2020,Karnataka,India,867780,11604,830988
5474,11/20/2020,Karnataka,India,869561,11621,833169
5475,11/21/2020,Karnataka,India,871342,11641,834968
5476,11/22/2020,Karnataka,India,873046,11654,836505
5477,11/23/2020,Karnataka,India,874555,11678,838150
5478,11/24/2020,Karnataka,India,876425,11695,840099
5479,11/25/2020,Karnataka,India,878055,11714,841432
5480,11/26/2020,Karnataka,India,879560,11726,842499
5481,11/27/2020,Karnataka,India,881086,11738,843950
5482,11/28/2020,Karnataka,India,882608,11750,846082
5483,11/29/2020,Karnataka,India,883899,11765,847612
5484,11/30/2020,Karnataka,India,884897,11778,849821
5485,12/01/2020,Karnataka,India,886227,11792,850707
5486,12/02/2020,Karnataka,India,887667,11808,851690
5487,12/03/2020,Karnataka,India,889113,11821,852584
5488,12/04/2020,Karnataka,India,890360,11834,853461
5489,12/05/2020,Karnataka,India,891685,11846,854861
5490,12/06/2020,Karnataka,India,893006,11856,855750
5491,12/07/2020,Karnataka,India,894004,11867,857351
5492,12/08/2020,Karnataka,India,895284,11880,858370
5493,12/09/2020,Karnataka,India,896563,11900,861588
5494,12/10/2020,Karnataka,India,897801,11912,866664
5495,12/11/2020,Karnataka,India,899011,11928,868471
5496,12/12/2020,Karnataka,India,900214,11939,870002
5497,12/13/2020,Karnataka,India,901410,11944,872038
5498,12/14/2020,Karnataka,India,902240,11954,874202
5499,12/15/2020,Karnataka,India,903425,11965,875796
5500,12/16/2020,Karnataka,India,904665,11971,877199
5501,12/17/2020,Karnataka,India,905901,11981,878696
5502,12/18/2020,Karnataka,India,907123,11989,879735
5503,12/19/2020,Karnataka,India,908275,12004,881882
5504,12/20/2020,Karnataka,India,909469,12009,882944
5505,12/21/2020,Karnataka,India,910241,12016,884205
5506,12/22/2020,Karnataka,India,911382,12029,885341
5507,12/23/2020,Karnataka,India,912340,12038,886547
5508,12/24/2020,Karnataka,India,913483,12039,887815
5509,12/25/2020,Karnataka,India,914488,12044,888917
5510,12/26/2020,Karnataka,India,915345,12051,889881
5511,12/27/2020,Karnataka,India,916256,12062,891095
5512,12/28/2020,Karnataka,India,916909,12070,892273
5513,12/29/2020,Karnataka,India,917571,12074,893617
5514,12/30/2020,Karnataka,India,918544,12081,894834
5515,12/31/2020,Karnataka,India,918544,12081,894834
5516,01/01/2021,Karnataka,India,919496,12090,896116
5517,01/02/2021,Karnataka,India,921128,12099,898176
5518,01/03/2021,Karnataka,India,921938,12107,898919
5519,01/04/2021,Karnataka,India,922538,12110,900202
5520,01/05/2021,Karnataka,India,923353,12118,901579
5521,01/06/2021,Karnataka,India,924137,12124,902817
5522,01/07/2021,Karnataka,India,924898,12131,903629
5523,01/08/2021,Karnataka,India,924898,12131,903629
5524,01/09/2021,Karnataka,India,926767,12138,905158
5525,01/10/2021,Karnataka,India,927559,12140,905751
5526,01/11/2021,Karnataka,India,928055,12144,906548
5527,01/12/2021,Karnataka,India,928806,12149,907729
5528,01/13/2021,Karnataka,India,929552,12152,908494
5529,01/14/2021,Karnataka,India,929960,12155,909058
5530,01/15/2021,Karnataka,India,930668,12158,909701
5531,01/16/2021,Karnataka,India,931252,12162,910377
5532,01/17/2021,Karnataka,India,931997,12166,911232
5533,01/18/2021,Karnataka,India,932432,12175,912205
5534,01/19/2021,Karnataka,India,933077,12181,913012
5535,01/20/2021,Karnataka,India,933578,12185,913677
5536,01/21/2021,Karnataka,India,934252,12187,914492
5537,01/22/2021,Karnataka,India,934576,12190,915382
5538,01/23/2021,Karnataka,India,935478,12193,915924
5539,01/24/2021,Karnataka,India,936051,12197,916325
5540,01/25/2021,Karnataka,India,936426,12200,917361
5541,01/26/2021,Karnataka,India,936955,12204,918099
5542,01/27/2021,Karnataka,India,937383,12207,918859
5543,01/28/2021,Karnataka,India,937933,12209,919503
5544,01/29/2021,Karnataka,India,938401,12211,920110
5545,01/30/2021,Karnataka,India,938865,12213,920657
5546,01/31/2021,Karnataka,India,939387,12217,921122
5547,02/01/2021,Karnataka,India,939775,12220,921592
5548,02/02/2021,Karnataka,India,940170,12223,922004
5549,02/03/2021,Karnataka,India,940596,12225,922437
5550,02/04/2021,Karnataka,India,941070,12227,922907
5551,02/05/2021,Karnataka,India,941500,12230,923377
5552,02/06/2021,Karnataka,India,942031,12233,923811
5553,02/07/2021,Karnataka,India,942518,12236,924304
5554,02/08/2021,Karnataka,India,942846,12239,924654
5555,02/09/2021,Karnataka,India,943212,12241,925167
5556,02/10/2021,Karnataka,India,943627,12244,925489
5557,02/11/2021,Karnataka,India,944057,12251,925829
5558,02/12/2021,Karnataka,India,944437,12259,926234
5559,02/13/2021,Karnataka,India,944856,12263,926664
5560,02/14/2021,Karnataka,India,945270,12265,927150
5561,02/15/2021,Karnataka,India,945638,12267,927580
5562,02/16/2021,Karnataka,India,946076,12273,927924
5563,02/17/2021,Karnataka,India,946454,12276,928461
5564,02/18/2021,Karnataka,India,946860,12282,928767
5565,02/19/2021,Karnataka,India,947246,12287,929058
5566,02/20/2021,Karnataka,India,947736,12292,929447
5567,02/21/2021,Karnataka,India,948149,12294,929800
5568,02/22/2021,Karnataka,India,948466,12299,930087
5569,02/23/2021,Karnataka,India,948849,12303,930465
5570,02/24/2021,Karnataka,India,949183,12309,930778
5571,02/25/2021,Karnataka,India,949636,12316,931725
5572,02/26/2021,Karnataka,India,950207,12320,932367
5573,02/27/2021,Karnataka,India,950730,12326,932747
5574,02/28/2021,Karnataka,India,951251,12331,933097
5575,03/01/2021,Karnataka,India,951600,12336,933421
5576,03/02/2021,Karnataka,India,952037,12343,933730
5577,03/03/2021,Karnataka,India,952565,12346,934143
5578,03/04/2021,Karnataka,India,953136,12350,934639
5579,03/05/2021,Karnataka,India,953813,12354,935066
5580,03/06/2021,Karnataka,India,954393,12359,935421
5581,03/07/2021,Karnataka,India,955015,12362,935772
5582,03/08/2021,Karnataka,India,955451,12367,936250
5583,03/09/2021,Karnataka,India,956041,12373,936616
5584,03/10/2021,Karnataka,India,956801,12379,936947
5585,03/11/2021,Karnataka,India,957584,12381,937383
5586,03/12/2021,Karnataka,India,958417,12386,937898
5587,03/13/2021,Karnataka,India,959338,12387,938890
5588,03/14/2021,Karnataka,India,960272,12390,939499
5589,03/15/2021,Karnataka,India,961204,12397,939928
5590,03/16/2021,Karnataka,India,962339,12403,940489
5591,03/17/2021,Karnataka,India,963614,12407,940968
5592,03/18/2021,Karnataka,India,965102,12415,941309
5593,03/19/2021,Karnataka,India,966689,12425,942178
5594,03/20/2021,Karnataka,India,968487,12432,943208
5595,03/21/2021,Karnataka,India,970202,12434,944256
5596,03/22/2021,Karnataka,India,971647,12444,944917
5597,03/23/2021,Karnataka,India,973657,12449,945594
5598,03/24/2021,Karnataka,India,975955,12461,946589
5599,03/25/2021,Karnataka,India,978478,12471,947781
5600,03/26/2021,Karnataka,India,981044,12484,948988
5601,03/27/2021,Karnataka,India,983930,12492,950167
5602,03/28/2021,Karnataka,India,987012,12504,951452
5603,03/29/2021,Karnataka,India,989804,12520,953416
5604,03/30/2021,Karnataka,India,992779,12541,954678
5605,03/31/2021,Karnataka,India,997004,12567,956170
5606,04/01/2021,Karnataka,India,1001238,12585,957769
5607,04/02/2021,Karnataka,India,1006229,12591,959400
5608,04/03/2021,Karnataka,India,1010602,12610,961359
5609,04/04/2021,Karnataka,India,1015155,12625,963419
5610,04/05/2021,Karnataka,India,1020434,12657,965275
5611,04/06/2021,Karnataka,India,1026584,12696,968762
5612,04/07/2021,Karnataka,India,1033560,12731,971556
5613,04/08/2021,Karnataka,India,1040130,12767,973949
5614,04/09/2021,Karnataka,India,1048085,12813,977169
5615,04/10/2021,Karnataka,India,1055040,12849,980519
5616,04/11/2021,Karnataka,India,1065290,12889,983157
5617,04/12/2021,Karnataka,India,1074869,12941,985924
5618,04/13/2021,Karnataka,India,1083647,13008,992003
5619,04/14/2021,Karnataka,India,1094912,13046,996367
5620,04/15/2021,Karnataka,India,1109650,13112,999958
5621,04/16/2021,Karnataka,India,1124509,13190,1003985
5622,04/17/2021,Karnataka,India,1141998,13270,1009549
5623,04/18/2021,Karnataka,India,1161065,13351,1014152
5624,04/19/2021,Karnataka,India,1176850,13497,1021250
5625,04/20/2021,Karnataka,India,1198644,13646,1025821
5626,04/21/2021,Karnataka,India,1222202,13762,1032233
5627,04/22/2021,Karnataka,India,1247997,13885,1037857
5628,04/23/2021,Karnataka,India,1274959,14075,1046554
5629,04/24/2021,Karnataka,India,1304397,14283,1055612
5630,04/25/2021,Karnataka,India,1339201,14426,1062594
5631,04/26/2021,Karnataka,India,1368945,14627,1073257
5632,04/27/2021,Karnataka,India,1400775,14807,1084050
5633,04/28/2021,Karnataka,India,1439822,15036,1095883
5634,04/29/2021,Karnataka,India,1474846,15306,1110025
5635,04/30/2021,Karnataka,India,1523142,15523,1124909
5636,05/01/2021,Karnataka,India,1564132,15794,1143250
5637,05/02/2021,Karnataka,India,1601865,16011,1164398
5638,05/03/2021,Karnataka,India,1646303,16250,1185299
5639,05/04/2021,Karnataka,India,1690934,16538,1210013
5640,05/05/2021,Karnataka,India,1741046,16884,1236854
5641,05/06/2021,Karnataka,India,1790104,17212,1255797
5642,05/07/2021,Karnataka,India,1838885,17804,1284420
5643,05/08/2021,Karnataka,India,1886448,18286,1319301
5644,05/09/2021,Karnataka,India,1934378,18776,1351097
